keep_ratio,label,prune_fraction,round,sparse_compression_ratio_mean,sparse_dropped_update_l2_mean,sparse_num_params_sent_mean,sparse_num_params_total_mean,sparse_score_mean_mean,sparse_score_p50_mean,sparse_score_p90_mean,sparse_sent_update_fraction_l2_mean,sparse_sent_update_l2_mean,sparse_threshold_mean
0.5,drop050_keep050,0.5,110,0.5,0.009169614695113588,50885.0,101770.0,2.1199478815898026e-07,7.985782243060839e-08,2.6341030686482503e-07,0.9941506617646799,0.08162928140842128,7.985849494308044e-08
0.5,drop050_keep050,0.5,111,0.5,0.010042249510215252,50885.0,101770.0,2.4078306138645365e-07,8.720896100675635e-08,2.974667962006673e-07,0.9937525426673486,0.08994540184014341,8.720960611744738e-08
0.5,drop050_keep050,0.5,112,0.5,0.013840599397051869,50885.0,101770.0,3.420160982882026e-07,1.204907124114311e-07,4.1088215705219684e-07,0.9940629357363046,0.12665102823151855,1.2049160657627084e-07
0.5,drop050_keep050,0.5,113,0.5,0.008503704732186106,50885.0,101770.0,2.0807475736332304e-07,7.472075741606259e-08,2.661793461425267e-07,0.9942420999478248,0.07983483550675997,7.472134386921561e-08
0.5,drop050_keep050,0.5,114,0.5,0.010504834426457308,50885.0,101770.0,2.394835489650226e-07,9.183979129026424e-08,3.0443633921898745e-07,0.9942229785370807,0.09075413385689206,9.18403263903632e-08
0.5,drop050_keep050,0.5,115,0.5,0.008716723874659462,50885.0,101770.0,2.1390347952604316e-07,7.62903409187175e-08,2.6138458033269286e-07,0.994393672875639,0.08427569231416375,7.62911228437793e-08
0.5,drop050_keep050,0.5,116,0.5,0.011753026767906662,50885.0,101770.0,3.514058778516131e-07,1.0282002117123122e-07,3.919619929432689e-07,0.9948688896339081,0.11136781967562832,1.0282133049687716e-07
0.5,drop050_keep050,0.5,117,0.5,0.012126306034218893,50885.0,101770.0,2.790883237547824e-07,1.043579581028521e-07,3.513852332221433e-07,0.9937616258410132,0.10525985602248593,1.0435936223811195e-07
0.5,drop050_keep050,0.5,118,0.5,0.008366516466888938,50885.0,101770.0,2.165755039584164e-07,7.252878520067833e-08,2.5908916581829827e-07,0.9947212016099393,0.08293313172201516,7.252955022869863e-08
0.5,drop050_keep050,0.5,119,0.5,0.01003001465077734,50885.0,101770.0,2.5994836349432916e-07,8.767057405907287e-08,3.024939301592786e-07,0.9948268826409186,0.09884094749439544,8.767199051558928e-08
0.5,drop050_keep050,0.5,120,0.5,0.009571002267804971,50885.0,101770.0,2.2765879837150854e-07,8.353589599115197e-08,2.849393576912007e-07,0.9946205282565435,0.08896945478135083,8.353646100497906e-08
0.5,drop050_keep050,0.5,121,0.5,0.00851322314083427,50885.0,101770.0,1.989031198925623e-07,7.538733717733781e-08,2.5726738491430633e-07,0.993993401545144,0.0772012184627068,7.538887489591225e-08
