entity,num_examples,class_counts_0_to_9
client_24,153,"[0, 0, 51, 0, 51, 51, 0, 0, 0, 0]"
client_25,162,"[54, 0, 0, 0, 54, 54, 0, 0, 0, 0]"
client_26,158,"[53, 0, 52, 0, 53, 0, 0, 0, 0, 0]"
client_27,136,"[45, 0, 0, 0, 46, 45, 0, 0, 0, 0]"
client_28,146,"[0, 0, 0, 0, 0, 49, 48, 0, 49, 0]"
client_29,125,"[0, 0, 41, 0, 0, 0, 0, 42, 0, 42]"
client_30,174,"[0, 58, 0, 0, 0, 0, 0, 58, 58, 0]"
client_31,153,"[51, 0, 0, 0, 0, 0, 0, 0, 51, 51]"
client_32,167,"[55, 0, 0, 0, 56, 0, 0, 56, 0, 0]"
client_33,144,"[0, 0, 48, 48, 0, 48, 0, 0, 0, 0]"
client_34,166,"[56, 55, 0, 0, 0, 0, 0, 55, 0, 0]"
client_35,143,"[0, 0, 0, 47, 48, 48, 0, 0, 0, 0]"
client_36,162,"[54, 0, 54, 0, 0, 54, 0, 0, 0, 0]"
client_37,174,"[0, 0, 58, 0, 0, 0, 58, 0, 58, 0]"
client_38,159,"[0, 53, 0, 0, 0, 0, 0, 53, 53, 0]"
client_39,152,"[51, 0, 50, 0, 51, 0, 0, 0, 0, 0]"
client_40,150,"[0, 0, 0, 0, 50, 0, 0, 0, 50, 50]"
client_41,159,"[0, 0, 0, 0, 53, 53, 0, 0, 0, 53]"
client_42,163,"[55, 0, 0, 0, 0, 0, 54, 0, 54, 0]"
client_43,154,"[51, 0, 52, 0, 0, 0, 0, 0, 0, 51]"
client_44,182,"[0, 60, 0, 0, 0, 61, 0, 0, 0, 61]"
client_45,145,"[0, 48, 48, 0, 0, 49, 0, 0, 0, 0]"
client_46,197,"[0, 0, 0, 65, 0, 66, 0, 0, 66, 0]"
client_47,136,"[0, 0, 0, 46, 0, 0, 45, 45, 0, 0]"
client_48,159,"[0, 53, 53, 0, 53, 0, 0, 0, 0, 0]"
client_49,166,"[0, 0, 55, 0, 0, 55, 56, 0, 0, 0]"
client_50,156,"[52, 0, 0, 0, 0, 52, 0, 52, 0, 0]"
client_51,158,"[0, 0, 0, 53, 53, 0, 0, 0, 52, 0]"
client_52,171,"[57, 0, 0, 0, 0, 0, 57, 0, 0, 57]"
client_53,162,"[0, 0, 54, 54, 54, 0, 0, 0, 0, 0]"
client_54,160,"[53, 0, 0, 0, 0, 0, 54, 0, 0, 53]"
client_55,151,"[0, 0, 50, 0, 0, 0, 51, 0, 0, 50]"
client_56,165,"[55, 0, 0, 55, 0, 0, 0, 55, 0, 0]"
client_57,155,"[0, 0, 0, 0, 52, 52, 51, 0, 0, 0]"
client_58,152,"[50, 0, 51, 0, 0, 0, 0, 51, 0, 0]"
client_59,158,"[52, 0, 0, 0, 0, 0, 0, 53, 53, 0]"
client_60,155,"[0, 0, 0, 0, 51, 0, 0, 0, 52, 52]"
client_61,161,"[0, 0, 0, 0, 54, 0, 53, 54, 0, 0]"
client_62,163,"[54, 0, 54, 0, 0, 0, 0, 0, 0, 55]"
client_63,163,"[0, 55, 0, 54, 0, 54, 0, 0, 0, 0]"
client_64,148,"[0, 0, 50, 0, 0, 49, 49, 0, 0, 0]"
client_65,175,"[0, 0, 0, 58, 0, 58, 0, 0, 59, 0]"
client_66,149,"[0, 50, 0, 0, 50, 0, 0, 0, 0, 49]"
client_67,164,"[0, 0, 0, 0, 0, 0, 0, 55, 54, 55]"
client_68,170,"[0, 56, 0, 0, 0, 0, 57, 0, 0, 57]"
client_69,181,"[0, 0, 61, 0, 60, 0, 60, 0, 0, 0]"
client_70,178,"[0, 59, 0, 60, 0, 0, 0, 0, 59, 0]"
client_71,159,"[0, 0, 0, 53, 0, 53, 0, 0, 53, 0]"
client_72,155,"[0, 0, 52, 0, 0, 0, 51, 0, 52, 0]"
client_73,173,"[0, 0, 0, 0, 57, 0, 58, 58, 0, 0]"
client_74,150,"[50, 0, 50, 0, 0, 0, 0, 50, 0, 0]"
client_75,170,"[0, 0, 0, 56, 57, 0, 0, 0, 0, 57]"
client_76,181,"[0, 0, 0, 60, 0, 0, 61, 60, 0, 0]"
client_77,171,"[0, 57, 0, 0, 0, 0, 0, 57, 57, 0]"
client_78,154,"[0, 0, 0, 51, 0, 0, 0, 52, 51, 0]"
client_79,161,"[0, 0, 0, 0, 0, 0, 54, 0, 53, 54]"
client_80,171,"[0, 0, 0, 57, 0, 57, 57, 0, 0, 0]"
client_81,171,"[0, 0, 0, 0, 57, 0, 57, 57, 0, 0]"
client_82,139,"[47, 0, 0, 46, 0, 46, 0, 0, 0, 0]"
client_83,156,"[52, 0, 0, 0, 0, 0, 52, 52, 0, 0]"
client_84,153,"[51, 0, 0, 0, 51, 0, 0, 51, 0, 0]"
client_85,162,"[54, 0, 0, 0, 54, 0, 0, 54, 0, 0]"
client_86,164,"[55, 55, 54, 0, 0, 0, 0, 0, 0, 0]"
client_87,137,"[0, 45, 0, 46, 0, 0, 0, 0, 0, 46]"
client_88,157,"[0, 0, 53, 0, 52, 0, 52, 0, 0, 0]"
client_89,167,"[0, 0, 56, 0, 56, 55, 0, 0, 0, 0]"
client_90,176,"[0, 59, 0, 59, 0, 58, 0, 0, 0, 0]"
client_91,165,"[0, 55, 0, 0, 0, 0, 55, 55, 0, 0]"
client_92,158,"[0, 0, 0, 0, 53, 52, 53, 0, 0, 0]"
client_93,151,"[0, 0, 0, 0, 50, 0, 51, 0, 50, 0]"
client_94,181,"[60, 0, 0, 0, 60, 0, 0, 0, 0, 61]"
client_95,160,"[0, 54, 0, 0, 0, 0, 0, 53, 53, 0]"
client_96,159,"[0, 0, 53, 0, 0, 0, 53, 0, 0, 53]"
client_97,159,"[0, 0, 0, 0, 53, 0, 53, 0, 0, 53]"
client_98,145,"[48, 0, 0, 49, 0, 0, 0, 0, 0, 48]"
client_99,139,"[0, 0, 0, 0, 0, 47, 46, 0, 0, 46]"
client_100,150,"[0, 0, 0, 50, 0, 0, 50, 50, 0, 0]"
client_101,152,"[0, 50, 0, 51, 0, 0, 51, 0, 0, 0]"
client_102,166,"[0, 0, 0, 55, 0, 55, 56, 0, 0, 0]"
client_103,152,"[0, 0, 0, 0, 0, 0, 50, 51, 0, 51]"
client_104,164,"[0, 0, 0, 54, 0, 0, 0, 0, 55, 55]"
client_105,146,"[0, 0, 48, 49, 49, 0, 0, 0, 0, 0]"
client_106,167,"[56, 0, 0, 0, 0, 0, 56, 55, 0, 0]"
client_107,154,"[51, 0, 0, 0, 52, 0, 0, 0, 51, 0]"
client_108,151,"[0, 51, 50, 0, 0, 50, 0, 0, 0, 0]"
client_109,192,"[64, 0, 0, 0, 0, 64, 0, 0, 0, 64]"
client_110,165,"[0, 55, 55, 0, 0, 0, 0, 0, 0, 55]"
client_111,150,"[0, 0, 0, 0, 0, 50, 0, 50, 50, 0]"
client_112,144,"[0, 48, 0, 0, 48, 0, 0, 48, 0, 0]"
client_113,173,"[0, 0, 58, 58, 0, 0, 0, 57, 0, 0]"
client_114,149,"[50, 0, 50, 0, 49, 0, 0, 0, 0, 0]"
client_115,141,"[47, 0, 0, 0, 0, 0, 47, 0, 0, 47]"
client_116,144,"[0, 0, 48, 0, 0, 0, 0, 48, 48, 0]"
client_117,185,"[0, 0, 0, 0, 0, 62, 0, 61, 62, 0]"
client_118,156,"[0, 0, 52, 0, 0, 0, 0, 52, 52, 0]"
client_119,156,"[0, 0, 0, 0, 0, 0, 52, 0, 52, 52]"
client_120,161,"[0, 0, 0, 54, 53, 0, 54, 0, 0, 0]"
client_121,161,"[54, 0, 54, 0, 0, 0, 0, 0, 53, 0]"
client_122,158,"[53, 0, 53, 0, 52, 0, 0, 0, 0, 0]"
client_123,164,"[55, 0, 0, 0, 0, 0, 54, 55, 0, 0]"
client_124,162,"[0, 0, 0, 0, 0, 54, 0, 54, 0, 54]"
client_125,143,"[0, 0, 47, 0, 48, 0, 48, 0, 0, 0]"
client_126,154,"[0, 0, 51, 0, 0, 0, 51, 52, 0, 0]"
client_127,167,"[55, 0, 0, 0, 56, 56, 0, 0, 0, 0]"
client_128,182,"[0, 0, 61, 61, 0, 60, 0, 0, 0, 0]"
client_129,182,"[0, 0, 61, 0, 61, 0, 0, 0, 0, 60]"
client_130,155,"[0, 51, 0, 0, 0, 52, 0, 52, 0, 0]"
client_131,153,"[0, 51, 0, 0, 0, 0, 51, 0, 0, 51]"
client_132,166,"[55, 0, 55, 56, 0, 0, 0, 0, 0, 0]"
client_133,151,"[50, 0, 0, 0, 0, 0, 0, 50, 0, 51]"
client_134,186,"[0, 62, 62, 0, 0, 0, 0, 0, 62, 0]"
client_135,173,"[0, 0, 58, 57, 0, 0, 0, 0, 0, 58]"
client_136,157,"[0, 0, 0, 52, 0, 52, 0, 0, 0, 53]"
client_137,172,"[57, 0, 0, 0, 0, 58, 0, 0, 0, 57]"
client_138,185,"[0, 61, 0, 0, 62, 0, 0, 0, 0, 62]"
client_139,149,"[50, 0, 0, 0, 0, 50, 49, 0, 0, 0]"
client_140,172,"[58, 0, 0, 0, 0, 0, 57, 0, 0, 57]"
client_141,159,"[53, 53, 0, 0, 0, 0, 0, 53, 0, 0]"
client_142,168,"[0, 0, 0, 56, 0, 56, 56, 0, 0, 0]"
client_143,160,"[54, 0, 0, 0, 0, 0, 53, 0, 0, 53]"
client_144,160,"[0, 53, 0, 0, 53, 0, 0, 54, 0, 0]"
client_145,151,"[50, 0, 51, 0, 0, 0, 50, 0, 0, 0]"
client_146,178,"[0, 0, 59, 0, 60, 59, 0, 0, 0, 0]"
client_147,170,"[0, 0, 0, 57, 0, 56, 0, 0, 0, 57]"
client_148,157,"[0, 0, 0, 0, 0, 0, 52, 0, 52, 53]"
client_149,144,"[48, 0, 0, 48, 0, 0, 48, 0, 0, 0]"
client_150,157,"[0, 0, 0, 52, 0, 53, 52, 0, 0, 0]"
client_151,174,"[0, 0, 58, 0, 0, 0, 58, 0, 58, 0]"
client_152,187,"[0, 62, 0, 0, 0, 0, 62, 63, 0, 0]"
client_153,164,"[0, 0, 55, 0, 54, 0, 0, 0, 0, 55]"
client_154,166,"[0, 0, 56, 0, 55, 55, 0, 0, 0, 0]"
client_155,149,"[0, 49, 0, 0, 50, 0, 0, 0, 50, 0]"
client_156,146,"[0, 0, 0, 0, 0, 49, 49, 48, 0, 0]"
client_157,166,"[0, 0, 0, 0, 56, 0, 55, 0, 55, 0]"
client_158,161,"[54, 0, 53, 0, 0, 54, 0, 0, 0, 0]"
client_159,160,"[0, 54, 0, 0, 0, 53, 53, 0, 0, 0]"
client_160,185,"[0, 0, 0, 62, 0, 62, 0, 0, 0, 61]"
client_161,148,"[0, 50, 49, 0, 0, 0, 0, 49, 0, 0]"
client_162,166,"[0, 0, 55, 56, 0, 0, 0, 0, 55, 0]"
client_163,146,"[49, 0, 0, 48, 0, 0, 0, 49, 0, 0]"
client_164,158,"[0, 0, 52, 53, 0, 0, 53, 0, 0, 0]"
client_165,181,"[0, 0, 60, 60, 61, 0, 0, 0, 0, 0]"
client_166,146,"[49, 0, 0, 0, 0, 0, 0, 0, 49, 48]"
client_167,187,"[62, 0, 0, 0, 0, 0, 62, 0, 63, 0]"
client_168,144,"[0, 0, 48, 0, 0, 0, 0, 48, 48, 0]"
client_169,183,"[0, 0, 0, 61, 61, 0, 0, 61, 0, 0]"
client_170,153,"[51, 0, 0, 51, 0, 0, 0, 0, 51, 0]"
client_171,159,"[53, 0, 0, 0, 53, 53, 0, 0, 0, 0]"
client_172,171,"[0, 0, 57, 0, 57, 0, 0, 0, 57, 0]"
client_173,140,"[0, 0, 0, 0, 0, 0, 47, 0, 47, 46]"
client_174,167,"[0, 0, 0, 55, 56, 56, 0, 0, 0, 0]"
client_175,154,"[0, 0, 0, 0, 0, 52, 51, 0, 51, 0]"
client_176,156,"[0, 0, 0, 52, 52, 52, 0, 0, 0, 0]"
client_177,164,"[0, 55, 0, 54, 55, 0, 0, 0, 0, 0]"
client_178,147,"[0, 0, 0, 0, 0, 49, 0, 49, 0, 49]"
client_179,150,"[0, 0, 50, 50, 0, 0, 0, 0, 50, 0]"
client_180,158,"[0, 0, 0, 52, 0, 0, 53, 0, 53, 0]"
client_181,139,"[47, 0, 0, 0, 0, 46, 0, 0, 0, 46]"
client_182,133,"[0, 0, 0, 0, 44, 0, 0, 44, 45, 0]"
client_183,173,"[0, 0, 57, 0, 58, 0, 0, 0, 58, 0]"
client_184,162,"[54, 0, 0, 0, 0, 0, 0, 0, 54, 54]"
client_185,145,"[0, 0, 49, 48, 48, 0, 0, 0, 0, 0]"
client_186,138,"[0, 46, 0, 46, 0, 0, 0, 0, 0, 46]"
client_187,165,"[0, 0, 55, 0, 0, 55, 0, 55, 0, 0]"
client_188,145,"[0, 0, 49, 0, 48, 0, 0, 48, 0, 0]"
client_189,157,"[0, 52, 0, 0, 0, 0, 0, 53, 52, 0]"
client_190,158,"[0, 0, 0, 52, 53, 0, 0, 0, 53, 0]"
client_191,146,"[0, 48, 0, 0, 49, 0, 0, 49, 0, 0]"
client_192,152,"[50, 0, 0, 0, 51, 51, 0, 0, 0, 0]"
client_193,163,"[0, 0, 0, 55, 54, 54, 0, 0, 0, 0]"
client_194,171,"[0, 57, 57, 57, 0, 0, 0, 0, 0, 0]"
client_195,169,"[0, 0, 0, 0, 0, 0, 56, 0, 57, 56]"
client_196,170,"[0, 57, 56, 0, 0, 57, 0, 0, 0, 0]"
client_197,166,"[0, 0, 0, 0, 0, 56, 0, 0, 55, 55]"
client_198,152,"[0, 0, 0, 0, 0, 51, 51, 0, 50, 0]"
client_199,176,"[0, 59, 58, 0, 0, 0, 0, 59, 0, 0]"
client_200,164,"[0, 0, 0, 0, 54, 55, 0, 0, 0, 55]"
client_201,177,"[59, 0, 0, 0, 0, 0, 0, 0, 59, 59]"
client_202,156,"[0, 0, 52, 52, 0, 0, 0, 0, 52, 0]"
client_203,146,"[0, 49, 0, 48, 0, 0, 0, 0, 0, 49]"
client_204,156,"[52, 0, 52, 0, 0, 0, 0, 0, 52, 0]"
client_205,180,"[0, 0, 0, 60, 0, 60, 0, 0, 60, 0]"
client_206,159,"[53, 0, 0, 0, 0, 0, 53, 0, 53, 0]"
client_207,149,"[0, 50, 0, 0, 50, 0, 49, 0, 0, 0]"
client_208,168,"[56, 0, 0, 0, 0, 0, 56, 0, 0, 56]"
client_209,167,"[56, 0, 0, 0, 0, 0, 0, 55, 0, 56]"
client_210,153,"[51, 0, 51, 0, 0, 0, 0, 51, 0, 0]"
client_211,167,"[56, 0, 0, 0, 0, 55, 0, 0, 56, 0]"
client_212,140,"[0, 0, 0, 0, 47, 46, 0, 47, 0, 0]"
client_213,156,"[0, 0, 0, 0, 52, 0, 52, 52, 0, 0]"
client_214,157,"[0, 0, 53, 0, 52, 0, 52, 0, 0, 0]"
client_215,173,"[58, 0, 0, 0, 0, 57, 0, 58, 0, 0]"
client_216,168,"[0, 56, 56, 0, 0, 0, 0, 0, 0, 56]"
client_217,146,"[0, 49, 0, 0, 0, 0, 0, 0, 48, 49]"
client_218,155,"[0, 0, 0, 51, 0, 52, 52, 0, 0, 0]"
client_219,171,"[0, 0, 57, 0, 57, 57, 0, 0, 0, 0]"
client_220,149,"[50, 0, 0, 0, 50, 0, 0, 0, 49, 0]"
client_221,168,"[0, 0, 56, 0, 0, 56, 0, 0, 0, 56]"
client_222,156,"[0, 52, 52, 52, 0, 0, 0, 0, 0, 0]"
client_223,150,"[50, 50, 0, 0, 0, 0, 50, 0, 0, 0]"
client_224,162,"[0, 0, 54, 0, 54, 0, 0, 0, 54, 0]"
client_225,146,"[48, 49, 0, 0, 0, 0, 0, 49, 0, 0]"
client_226,136,"[46, 0, 0, 0, 45, 45, 0, 0, 0, 0]"
client_227,162,"[0, 0, 0, 0, 0, 54, 0, 54, 54, 0]"
client_228,175,"[0, 58, 0, 0, 58, 0, 59, 0, 0, 0]"
client_229,160,"[0, 0, 53, 0, 0, 54, 0, 0, 53, 0]"
client_230,160,"[0, 0, 53, 54, 53, 0, 0, 0, 0, 0]"
client_231,164,"[0, 0, 0, 0, 54, 0, 0, 55, 55, 0]"
client_232,159,"[0, 0, 53, 0, 0, 0, 53, 53, 0, 0]"
client_233,178,"[0, 60, 0, 0, 0, 59, 0, 0, 59, 0]"
client_234,161,"[54, 0, 0, 0, 0, 54, 53, 0, 0, 0]"
client_235,155,"[51, 0, 0, 0, 52, 0, 0, 0, 0, 52]"
client_236,139,"[0, 0, 0, 0, 0, 47, 0, 46, 46, 0]"
client_237,148,"[0, 0, 0, 0, 49, 50, 0, 0, 49, 0]"
client_238,147,"[0, 0, 49, 49, 0, 0, 0, 0, 49, 0]"
client_239,159,"[0, 53, 0, 0, 53, 0, 0, 53, 0, 0]"
client_240,173,"[0, 0, 58, 58, 0, 0, 0, 0, 57, 0]"
client_241,176,"[0, 0, 0, 0, 0, 0, 0, 59, 58, 59]"
client_242,146,"[49, 0, 0, 48, 49, 0, 0, 0, 0, 0]"
client_243,155,"[0, 0, 0, 52, 0, 0, 52, 0, 0, 51]"
client_244,150,"[50, 0, 50, 0, 0, 50, 0, 0, 0, 0]"
client_245,164,"[0, 0, 0, 0, 0, 55, 0, 0, 55, 54]"
client_246,161,"[0, 0, 53, 54, 0, 0, 0, 54, 0, 0]"
client_247,165,"[0, 0, 55, 55, 0, 0, 0, 0, 0, 55]"
client_248,141,"[0, 0, 0, 0, 47, 0, 0, 47, 47, 0]"
client_249,168,"[56, 56, 0, 0, 0, 56, 0, 0, 0, 0]"
client_250,166,"[0, 56, 0, 0, 55, 0, 0, 0, 55, 0]"
client_251,179,"[0, 0, 0, 60, 0, 0, 0, 59, 0, 60]"
client_252,140,"[0, 46, 0, 47, 0, 0, 0, 47, 0, 0]"
client_253,156,"[0, 0, 52, 52, 0, 0, 52, 0, 0, 0]"
client_254,170,"[0, 57, 0, 57, 0, 0, 0, 56, 0, 0]"
client_255,173,"[0, 58, 58, 0, 0, 0, 0, 57, 0, 0]"
client_256,153,"[0, 51, 0, 51, 51, 0, 0, 0, 0, 0]"
client_257,154,"[51, 0, 0, 0, 51, 52, 0, 0, 0, 0]"
client_258,159,"[0, 53, 0, 0, 0, 0, 0, 53, 53, 0]"
client_259,164,"[0, 0, 55, 54, 55, 0, 0, 0, 0, 0]"
client_260,161,"[0, 0, 54, 53, 0, 0, 54, 0, 0, 0]"
client_261,162,"[0, 0, 0, 0, 0, 0, 0, 54, 54, 54]"
client_262,158,"[53, 0, 0, 0, 52, 0, 53, 0, 0, 0]"
client_263,170,"[0, 0, 56, 0, 57, 0, 0, 0, 0, 57]"
client_264,162,"[0, 0, 54, 0, 0, 0, 54, 0, 54, 0]"
client_265,149,"[0, 50, 0, 49, 50, 0, 0, 0, 0, 0]"
client_266,147,"[0, 49, 49, 0, 0, 0, 0, 0, 0, 49]"
client_267,158,"[0, 53, 0, 0, 0, 0, 0, 53, 52, 0]"
client_268,147,"[0, 49, 0, 0, 49, 0, 49, 0, 0, 0]"
client_269,162,"[0, 0, 0, 54, 54, 0, 0, 54, 0, 0]"
client_270,141,"[47, 0, 47, 0, 0, 0, 47, 0, 0, 0]"
client_271,155,"[0, 0, 0, 0, 52, 51, 0, 0, 52, 0]"
client_272,165,"[0, 55, 0, 55, 55, 0, 0, 0, 0, 0]"
client_273,180,"[0, 0, 60, 0, 60, 60, 0, 0, 0, 0]"
client_274,173,"[0, 58, 0, 0, 57, 0, 0, 0, 58, 0]"
client_275,162,"[0, 0, 54, 0, 0, 54, 0, 54, 0, 0]"
client_276,167,"[0, 55, 0, 0, 0, 0, 56, 56, 0, 0]"
client_277,149,"[0, 0, 0, 49, 0, 0, 50, 0, 0, 50]"
client_278,144,"[0, 0, 48, 0, 0, 48, 48, 0, 0, 0]"
client_279,156,"[52, 52, 0, 0, 0, 0, 0, 52, 0, 0]"
client_280,163,"[0, 0, 0, 0, 55, 54, 54, 0, 0, 0]"
client_281,156,"[0, 0, 0, 0, 0, 0, 52, 0, 52, 52]"
client_282,164,"[0, 55, 54, 0, 0, 0, 55, 0, 0, 0]"
client_283,157,"[0, 0, 52, 0, 53, 52, 0, 0, 0, 0]"
client_284,157,"[0, 0, 53, 52, 0, 0, 0, 0, 0, 52]"
client_285,156,"[0, 0, 0, 0, 52, 0, 0, 0, 52, 52]"
client_286,155,"[0, 0, 52, 0, 0, 51, 52, 0, 0, 0]"
client_287,137,"[45, 0, 46, 0, 46, 0, 0, 0, 0, 0]"
client_288,163,"[0, 54, 0, 0, 0, 0, 55, 0, 0, 54]"
client_289,154,"[0, 51, 51, 0, 52, 0, 0, 0, 0, 0]"
client_290,149,"[49, 0, 0, 50, 0, 0, 0, 0, 0, 50]"
client_291,183,"[0, 0, 61, 0, 0, 0, 61, 0, 61, 0]"
client_292,151,"[50, 0, 50, 0, 51, 0, 0, 0, 0, 0]"
client_293,155,"[0, 0, 0, 0, 0, 0, 52, 51, 0, 52]"
client_294,148,"[0, 0, 0, 0, 50, 0, 0, 0, 49, 49]"
client_295,150,"[0, 0, 0, 50, 0, 50, 0, 0, 0, 50]"
client_296,164,"[0, 0, 0, 55, 55, 0, 0, 0, 0, 54]"
client_297,146,"[0, 49, 0, 0, 0, 0, 0, 48, 0, 49]"
client_298,164,"[0, 55, 55, 0, 54, 0, 0, 0, 0, 0]"
client_299,170,"[0, 56, 0, 0, 0, 0, 0, 57, 0, 57]"
