rank,run_label,status,method,lr,batch_size,local_epochs,ola_prior_lambda,precision_init,precision_floor,fisher_clip,posterior_sample_scale,client_fraction,num_rounds,final_round,final_global_accuracy,final_global_mean_accuracy,final_global_mc_accuracy,final_global_loss,final_global_mean_loss,final_global_mc_loss,final_global_ece,final_global_mean_ece,final_global_mc_ece,final_global_nll,final_local_accuracy_weighted,final_posterior_sigma_mean,final_posterior_snr_raw_p50,output_dir
62,ola_lr0p001_b64_e2_lam0p01_pinit0p01_fclip10p0,ok,ola,0.001,64,2,0.01,0.01,1e-8,10.0,0.001,0.05,60,60,0.7948,0.7948,0.7924,0.9784478892326355,0.9784478892326355,0.9992847334861755,0.33583047905862334,0.33583047905862334,0.34260526882112036,0.9784478892326355,0.9207334322909303,9.878649509237736,0.0018185027613977912,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b64_e2_lam0p01_pinit0p01_fclip10p0
63,ola_lr0p001_b64_e2_lam0p05_pinit0p01_fclip10p0,ok,ola,0.001,64,2,0.05,0.01,1e-8,10.0,0.001,0.05,60,60,0.7948,0.7948,0.7924,0.9784478892326355,0.9784478892326355,0.9992847334861755,0.33583047905862334,0.33583047905862334,0.34260526882112036,0.9784478892326355,0.9207334322909303,9.878649509237736,0.0018185027613977912,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b64_e2_lam0p05_pinit0p01_fclip10p0
64,ola_lr0p001_b32_e1_lam0p05_pinit0p01_fclip10p0,ok,ola,0.001,32,1,0.05,0.01,1e-8,10.0,0.001,0.05,60,60,0.7924,0.7924,0.7898,1.000494750213623,1.000494750213623,1.0202857929229736,0.3443560315594077,0.3443560315594077,0.35067290952056646,1.000494750213623,0.9156780639712385,9.870471312543598,0.0018204071357931285,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b32_e1_lam0p05_pinit0p01_fclip10p0
65,ola_lr0p001_b32_e1_lam0p001_pinit0p01_fclip10p0,ok,ola,0.001,32,1,0.001,0.01,1e-8,10.0,0.001,0.05,60,60,0.7924,0.7924,0.7898,1.000494751548767,1.000494751548767,1.0202857919692994,0.34435603259354836,0.34435603259354836,0.35067291014939556,1.000494751548767,0.9156780639712385,9.870471312604508,0.0018204071357931285,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b32_e1_lam0p001_pinit0p01_fclip10p0
66,ola_lr0p001_b32_e1_lam0p01_pinit0p01_fclip10p0,ok,ola,0.001,32,1,0.01,0.01,1e-8,10.0,0.001,0.05,60,60,0.7924,0.7924,0.7898,1.000494751548767,1.000494751548767,1.0202857919692994,0.34435603259354836,0.34435603259354836,0.35067291014939556,1.000494751548767,0.9156780639712386,9.870471312604508,0.0018204071357931285,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b32_e1_lam0p01_pinit0p01_fclip10p0
67,ola_lr0p001_b64_e1_lam0p001_pinit0p001_fclip10p0,ok,ola,0.001,64,1,0.001,0.001,1e-8,10.0,0.001,0.05,60,60,0.7391,0.7391,0.6551,1.4377721256256104,1.4377721256256104,1.5529246864318849,0.4624696548484265,0.4624696548484265,0.4015646627642214,1.4377721256256104,0.8798214469522752,29.019821507572086,0.0006180053628237545,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b64_e1_lam0p001_pinit0p001_fclip10p0
68,ola_lr0p001_b64_e1_lam0p01_pinit0p001_fclip10p0,ok,ola,0.001,64,1,0.01,0.001,1e-8,10.0,0.001,0.05,60,60,0.7391,0.7391,0.6551,1.4377721256256104,1.4377721256256104,1.5529246864318849,0.4624696548484265,0.4624696548484265,0.4015646627642214,1.4377721256256104,0.879821446952275,29.019821507572086,0.0006180053628237545,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b64_e1_lam0p01_pinit0p001_fclip10p0
69,ola_lr0p001_b64_e1_lam0p05_pinit0p001_fclip10p0,ok,ola,0.001,64,1,0.05,0.001,1e-8,10.0,0.001,0.05,60,60,0.7391,0.7391,0.6551,1.4377721256256104,1.4377721256256104,1.5529246864318849,0.4624696548484265,0.4624696548484265,0.4015646627642214,1.4377721256256104,0.879821446952275,29.019821507572086,0.0006180053628237545,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b64_e1_lam0p05_pinit0p001_fclip10p0
70,ola_lr0p001_b64_e1_lam0p001_pinit0p01_fclip10p0,ok,ola,0.001,64,1,0.001,0.01,1e-8,10.0,0.001,0.05,60,60,0.7334,0.7334,0.7194,1.4690555030822754,1.4690555030822754,1.4931692739486695,0.4660149562880397,0.4660149562880397,0.4577316684432327,1.4690555030822754,0.8754629339147463,9.872858053822409,0.001819186238782152,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b64_e1_lam0p001_pinit0p01_fclip10p0
71,ola_lr0p001_b64_e1_lam0p01_pinit0p01_fclip10p0,ok,ola,0.001,64,1,0.01,0.01,1e-8,10.0,0.001,0.05,60,60,0.7334,0.7334,0.7194,1.4690555030822754,1.4690555030822754,1.4931692739486695,0.4660149562880397,0.4660149562880397,0.4577316684432327,1.4690555030822754,0.8754629339147463,9.872858053822409,0.001819186238782152,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b64_e1_lam0p01_pinit0p01_fclip10p0
72,ola_lr0p001_b64_e1_lam0p05_pinit0p01_fclip10p0,ok,ola,0.001,64,1,0.05,0.01,1e-8,10.0,0.001,0.05,60,60,0.7334,0.7334,0.7194,1.4690555030822754,1.4690555030822754,1.4931692739486695,0.4660149562880397,0.4660149562880397,0.4577316684432327,1.4690555030822754,0.8754629339147464,9.872858053822409,0.001819186238782152,outputs/tune_ola_mnist_noniid_unbalanced_fixed/ola_lr0p001_b64_e1_lam0p05_pinit0p01_fclip10p0
